Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
66,19,2,78,6,Some Random Comment with Id 66
67,19,2,8,0,Some Random Comment with Id 67
68,19,2,58,2,Some Random Comment with Id 68
69,19,2,30,8,Some Random Comment with Id 69
70,19,2,78,9,Some Random Comment with Id 70
71,19,2,53,9,Some Random Comment with Id 71
72,20,7,50,5,Some Random Comment with Id 72
73,20,7,117,2,Some Random Comment with Id 73
74,20,7,69,1,Some Random Comment with Id 74
75,22,4,94,8,Some Random Comment with Id 75
76,22,4,62,0,Some Random Comment with Id 76
77,22,4,194,0,Some Random Comment with Id 77
78,23,1,123,9,Some Random Comment with Id 78
79,24,1,49,6,Some Random Comment with Id 79
80,24,1,12,3,Some Random Comment with Id 80
81,24,1,51,7,Some Random Comment with Id 81
82,24,1,99,5,Some Random Comment with Id 82
83,24,1,138,3,Some Random Comment with Id 83
84,24,1,71,8,Some Random Comment with Id 84
85,24,1,196,4,Some Random Comment with Id 85
86,24,1,177,6,Some Random Comment with Id 86
87,25,9,174,9,Some Random Comment with Id 87
88,25,9,194,0,Some Random Comment with Id 88
89,25,9,101,1,Some Random Comment with Id 89
90,26,3,75,6,Some Random Comment with Id 90
91,26,3,37,1,Some Random Comment with Id 91
92,26,3,138,9,Some Random Comment with Id 92
93,26,3,151,9,Some Random Comment with Id 93
94,26,3,168,9,Some Random Comment with Id 94
95,26,3,63,3,Some Random Comment with Id 95
96,26,3,100,7,Some Random Comment with Id 96
97,26,3,56,8,Some Random Comment with Id 97
98,27,5,115,2,Some Random Comment with Id 98
99,27,5,17,9,Some Random Comment with Id 99
100,27,5,159,3,Some Random Comment with Id 100
101,27,5,19,9,Some Random Comment with Id 101
102,28,7,120,6,Some Random Comment with Id 102
103,28,7,49,6,Some Random Comment with Id 103
104,28,7,56,3,Some Random Comment with Id 104
105,28,7,114,6,Some Random Comment with Id 105
106,29,7,159,9,Some Random Comment with Id 106
107,29,7,158,4,Some Random Comment with Id 107
108,30,6,11,6,Some Random Comment with Id 108
109,30,6,3,7,Some Random Comment with Id 109
110,30,6,138,6,Some Random Comment with Id 110
111,30,6,142,4,Some Random Comment with Id 111
112,30,6,104,1,Some Random Comment with Id 112
113,30,6,50,6,Some Random Comment with Id 113
114,30,6,155,1,Some Random Comment with Id 114
115,30,6,41,1,Some Random Comment with Id 115
116,30,6,180,8,Some Random Comment with Id 116
117,31,6,58,4,Some Random Comment with Id 117
118,31,6,5,7,Some Random Comment with Id 118
119,31,6,153,7,Some Random Comment with Id 119
120,31,6,197,4,Some Random Comment with Id 120
121,31,6,66,6,Some Random Comment with Id 121
122,32,0,28,2,Some Random Comment with Id 122
123,32,0,36,1,Some Random Comment with Id 123
124,32,0,144,5,Some Random Comment with Id 124
125,32,0,49,1,Some Random Comment with Id 125
126,32,0,26,5,Some Random Comment with Id 126
127,33,3,19,1,Some Random Comment with Id 127
128,33,3,19,3,Some Random Comment with Id 128
129,33,3,67,0,Some Random Comment with Id 129
130,33,3,189,0,Some Random Comment with Id 130
131,33,3,156,2,Some Random Comment with Id 131
132,34,9,26,1,Some Random Comment with Id 132
133,34,9,62,7,Some Random Comment with Id 133
134,34,9,31,8,Some Random Comment with Id 134
135,35,6,99,2,Some Random Comment with Id 135
136,35,6,66,5,Some Random Comment with Id 136
137,35,6,72,6,Some Random Comment with Id 137
138,35,6,177,1,Some Random Comment with Id 138
139,35,6,131,1,Some Random Comment with Id 139
140,35,6,149,2,Some Random Comment with Id 140
141,35,6,23,8,Some Random Comment with Id 141
142,35,6,91,3,Some Random Comment with Id 142
143,35,6,35,6,Some Random Comment with Id 143
144,36,4,84,8,Some Random Comment with Id 144
145,36,4,36,8,Some Random Comment with Id 145
146,36,4,85,1,Some Random Comment with Id 146
147,36,4,86,6,Some Random Comment with Id 147
148,36,4,106,4,Some Random Comment with Id 148
149,36,4,140,0,Some Random Comment with Id 149
150,36,4,109,9,Some Random Comment with Id 150
151,36,4,190,9,Some Random Comment with Id 151
152,36,4,87,3,Some Random Comment with Id 152
153,37,4,16,8,Some Random Comment with Id 153
154,37,4,53,0,Some Random Comment with Id 154
155,37,4,130,2,Some Random Comment with Id 155
156,39,0,160,5,Some Random Comment with Id 156
157,39,0,84,7,Some Random Comment with Id 157
158,39,0,73,5,Some Random Comment with Id 158
159,39,0,125,9,Some Random Comment with Id 159
160,39,0,120,3,Some Random Comment with Id 160
161,39,0,95,2,Some Random Comment with Id 161
162,39,0,7,8,Some Random Comment with Id 162
